policy_id,policy_name,policy_type,policy_start_date,policy_duration_months,policy_budget_crore,country,state,population_million,urbanization_rate,gdp_growth_before,gdp_growth_after,inflation_rate_before,inflation_rate_after,unemployment_rate_before,unemployment_rate_after,poverty_rate_before,poverty_rate_after,health_index_before,health_index_after,education_index_before,education_index_after,overall_impact_score,policy_success_level
747,4,0,544,41,18921.92,0,1,97.68,29.96,1.86,2.51,3.0,3.84,9.73,10.08,12.49,5.83,66.35,69.17,57.61,57.31,17.33,1
748,0,4,828,10,33423.81,0,0,37.81,59.66,2.48,3.9,7.64,7.17,8.78,7.48,21.15,18.81,43.28,45.24,63.21,72.52,34.55,2
749,6,4,775,55,43250.93,0,4,33.75,75.28,5.14,5.71,4.68,4.78,4.22,2.33,20.84,13.58,62.82,61.3,64.28,65.68,33.0,2
750,7,2,1137,53,1943.26,0,2,11.77,43.75,2.61,4.49,6.91,5.61,6.78,7.33,20.78,19.66,40.99,41.71,57.83,58.34,16.71,1
751,7,2,1102,27,29877.03,0,3,98.87,65.27,3.69,3.59,6.98,5.5,5.82,7.22,32.25,33.32,44.63,45.69,71.36,73.38,-6.1,1
752,6,4,797,6,30718.82,0,3,68.23,28.59,3.29,2.84,4.57,4.42,6.9,4.97,24.13,17.21,58.31,69.13,65.17,65.7,31.92,2
753,2,3,626,38,14104.11,0,1,54.48,72.93,2.09,2.04,7.59,6.86,5.95,3.68,11.37,6.95,62.26,61.34,64.04,73.58,33.96,2
754,0,4,986,6,4653.9,0,3,106.55,47.35,2.74,4.66,4.79,5.41,8.23,6.58,32.31,27.56,45.35,53.71,63.77,65.16,52.17,0
755,4,0,1284,22,25967.2,0,0,112.72,64.17,2.9,2.46,4.98,5.03,7.71,5.24,19.16,15.84,65.87,67.82,69.16,74.67,22.96,2
756,6,4,470,32,27280.62,0,4,95.41,49.64,3.36,4.74,4.04,4.85,8.19,7.26,11.74,5.23,45.7,49.95,49.08,48.49,41.07,0
757,6,4,1067,16,44714.53,0,1,56.71,35.27,4.75,4.41,5.5,6.58,9.55,9.55,18.94,12.64,45.64,54.15,73.85,79.56,29.25,2
758,4,0,52,9,28925.09,0,2,56.04,27.17,3.19,5.1,4.48,3.06,5.12,2.98,19.22,16.59,53.41,54.47,49.22,50.41,34.5,2
759,7,2,1214,44,35789.25,0,1,118.73,77.98,5.84,7.76,4.47,5.03,4.78,6.19,29.53,31.29,45.22,45.78,54.16,53.59,10.78,1
760,9,4,830,42,47729.31,0,4,108.03,80.81,1.95,3.07,4.14,4.9,6.15,7.55,25.13,18.79,66.09,68.28,65.95,72.99,25.3,2
761,11,1,1223,23,11985.83,0,4,51.17,78.13,3.91,4.11,5.73,5.5,6.16,3.77,11.48,7.42,55.97,64.71,73.69,80.19,44.82,0
762,0,4,1210,27,8652.3,0,0,52.2,20.69,3.96,4.13,6.01,6.67,6.66,6.85,18.7,14.01,66.05,68.52,61.4,60.48,12.94,1
763,8,2,1040,12,25934.44,0,1,108.22,84.44,5.19,6.17,5.6,4.54,7.81,5.23,34.95,28.08,69.6,74.01,70.02,75.24,47.07,0
764,5,3,360,25,10796.1,0,4,24.68,49.39,5.71,6.15,4.91,4.1,4.41,2.95,12.97,11.47,48.55,52.52,46.48,47.98,26.23,2
765,0,4,631,31,23621.75,0,3,16.47,29.71,1.98,4.34,6.69,5.03,6.65,4.68,13.47,10.57,49.28,52.16,71.44,74.79,48.71,0
766,9,4,558,18,26617.11,0,2,101.93,40.28,2.7,2.69,4.54,3.77,4.58,2.12,15.19,12.71,48.88,55.78,61.41,70.42,37.55,2
767,5,3,41,16,12538.08,0,1,43.66,51.71,5.6,7.87,5.9,4.85,5.28,5.47,16.29,13.33,55.7,54.64,74.92,74.16,29.98,2
768,5,3,86,13,12288.33,0,1,36.41,23.52,5.42,6.69,6.51,7.49,8.34,9.31,33.62,28.23,59.93,71.55,69.4,68.68,32.72,2
769,8,2,561,21,6215.52,0,4,16.07,26.03,2.05,1.8,3.51,3.17,9.49,6.84,11.96,4.31,57.88,68.0,62.49,61.91,41.95,0
770,10,1,491,10,27374.38,0,1,61.18,39.58,5.15,6.25,6.08,4.78,4.58,5.06,29.79,25.57,41.62,52.96,73.05,81.71,41.24,0
771,1,0,763,56,29136.04,0,3,83.51,36.54,2.84,2.97,4.16,3.09,9.21,7.85,17.37,14.62,60.11,60.07,65.57,70.71,17.88,1
772,5,3,639,56,34571.51,0,4,31.4,23.37,4.96,5.49,4.04,4.01,8.9,8.67,28.6,25.22,51.07,52.84,55.1,54.18,12.99,1
773,11,1,530,46,7363.28,0,4,97.81,77.12,2.95,4.92,5.28,3.37,5.19,5.72,19.78,13.08,56.54,60.03,69.64,76.14,38.65,2
774,4,0,1059,40,39929.57,0,2,4.82,52.81,5.21,6.64,3.86,3.28,9.83,7.4,17.06,18.75,65.58,70.84,45.15,49.33,39.98,2
775,1,0,143,23,30194.79,0,1,13.8,75.56,4.42,5.48,3.74,1.93,6.77,7.99,16.89,18.18,60.7,59.23,52.28,60.19,7.05,1
776,5,3,1054,36,4677.09,0,1,81.49,69.35,1.71,2.86,6.11,6.75,8.4,6.38,12.78,12.5,55.5,65.25,71.51,79.01,45.78,0
777,10,1,1283,47,2190.98,0,2,40.47,24.22,3.27,4.9,3.25,4.01,7.59,8.34,17.86,17.16,40.26,45.94,64.65,69.19,28.15,2
778,1,0,998,7,46866.05,0,4,100.35,68.15,4.19,4.01,5.77,4.53,5.77,4.16,24.73,17.42,62.1,63.28,54.65,54.94,20.79,2
779,7,2,1067,34,2405.35,0,0,104.7,67.67,3.24,3.85,4.24,5.31,6.03,3.1,27.16,21.5,43.86,50.49,53.8,58.41,44.46,0
780,11,1,466,9,37909.48,0,2,58.87,46.97,3.77,3.39,6.93,5.06,7.98,6.52,27.92,28.73,44.09,43.8,60.71,65.68,11.59,1
781,7,2,1007,35,48894.95,0,1,85.48,59.42,1.9,2.04,5.44,6.72,5.61,6.93,11.16,12.85,40.17,41.16,66.59,72.98,3.58,1
782,5,3,804,34,8178.2,0,3,61.29,27.64,5.89,7.02,4.7,5.48,8.71,6.4,10.52,4.93,59.79,68.93,53.87,63.52,64.15,3
783,11,1,477,8,8473.21,0,1,86.27,24.93,5.51,6.01,3.58,1.74,7.85,7.35,32.65,26.78,54.24,65.09,53.33,58.82,43.29,0
784,6,4,1080,42,36421.21,0,0,13.37,32.78,3.34,2.91,5.66,4.35,6.77,6.98,22.39,18.4,55.26,63.98,54.83,57.67,16.09,1
785,9,4,1139,20,5757.76,0,0,105.94,24.35,2.99,5.28,7.38,7.49,4.3,3.04,18.87,15.69,68.31,79.67,67.73,76.84,65.45,3
786,11,1,1092,25,43533.42,0,1,75.65,67.74,5.26,5.46,3.04,3.46,4.89,3.14,14.03,15.79,51.41,61.1,75.0,77.14,25.96,2
787,9,4,484,57,11637.95,0,4,18.32,42.4,3.22,4.29,5.1,6.05,7.78,8.54,11.51,12.31,46.78,55.52,66.57,67.7,19.7,1
788,10,1,771,33,6522.95,0,2,95.41,50.02,5.18,6.96,4.31,4.95,7.95,7.74,26.43,23.96,51.75,51.56,65.35,64.55,27.33,2
789,1,0,304,6,10544.48,0,1,102.38,79.59,4.91,6.37,4.6,2.62,7.59,5.31,29.8,24.52,50.72,50.98,46.52,50.85,45.43,0
790,8,2,673,17,40468.29,0,0,89.26,48.65,3.81,5.07,6.42,5.24,9.08,9.62,30.32,29.0,55.95,67.54,52.21,59.29,34.69,2
791,8,2,841,54,7180.74,0,3,50.17,36.11,2.2,4.24,4.96,6.01,7.3,4.61,33.86,32.88,45.73,53.97,69.71,73.49,56.43,0
792,2,3,692,7,9854.64,0,1,31.14,32.3,4.35,6.17,4.1,2.47,9.17,9.5,21.45,17.17,40.02,48.51,52.79,59.45,49.92,0
793,9,4,636,25,1724.39,0,0,44.37,74.42,3.35,3.94,5.45,6.87,5.16,4.51,34.87,30.08,49.29,50.76,49.13,59.09,28.81,2
794,3,3,781,45,32550.52,0,3,74.55,31.71,1.86,3.26,6.8,7.81,6.71,6.51,25.8,23.65,69.77,70.48,73.13,73.53,23.42,2
795,4,0,601,12,34494.97,0,4,11.92,53.03,3.97,5.84,3.43,4.66,7.67,5.71,13.5,9.7,48.68,60.28,60.39,64.49,63.37,3
796,1,0,235,37,8045.27,0,1,99.04,82.36,1.79,4.18,5.72,5.28,9.65,9.19,32.45,28.78,51.02,54.38,60.54,66.64,46.93,0
797,4,0,335,44,43288.29,0,2,104.78,32.07,1.85,1.93,7.08,8.01,4.48,5.6,14.99,11.68,40.8,46.36,46.28,55.68,21.54,2
798,8,2,856,12,17926.09,0,2,115.59,44.92,1.77,2.52,4.7,4.1,6.6,5.42,14.19,10.36,50.63,58.35,70.72,71.36,34.2,2
799,2,3,535,46,47588.21,0,0,57.9,56.96,5.7,6.48,4.79,5.34,6.06,7.14,19.46,19.64,54.21,57.64,73.71,81.99,12.21,1
800,8,2,817,41,42049.19,0,3,45.34,33.67,1.62,2.08,4.66,4.34,8.8,8.06,11.67,4.5,41.44,46.37,47.76,48.77,30.29,2
801,7,2,619,18,47189.07,0,3,63.49,77.84,3.89,6.12,7.02,6.01,6.77,8.11,21.43,15.28,56.71,63.14,57.46,61.74,39.58,2
802,3,3,520,25,37498.99,0,2,115.88,41.92,5.45,5.67,4.72,5.43,6.51,5.17,28.05,24.1,53.86,54.22,73.96,73.66,16.37,1
803,4,0,31,40,45361.57,0,4,96.3,61.49,2.21,3.56,7.46,8.07,4.82,4.94,15.42,8.17,47.17,55.84,67.13,72.03,44.63,0
804,5,3,902,11,10542.41,0,4,63.76,34.6,2.93,3.31,3.49,2.14,5.59,6.9,19.29,16.25,49.84,51.43,52.68,56.46,5.82,1
805,4,0,84,48,38784.05,0,0,111.93,25.02,4.15,5.53,4.33,3.79,5.37,5.49,24.81,17.34,67.41,70.08,72.42,79.5,45.42,0
806,7,2,406,40,41975.35,0,2,71.85,76.26,3.65,5.97,7.05,8.33,6.08,3.14,13.45,10.61,49.26,48.0,70.03,71.72,39.91,2
807,11,1,1036,54,32067.11,0,3,87.03,32.35,3.55,3.26,3.02,4.09,8.37,8.47,18.15,14.26,62.65,67.96,62.45,68.57,23.5,2
808,7,2,316,28,48807.72,0,4,65.42,32.01,5.57,6.86,7.54,7.31,6.23,6.1,31.39,26.43,53.87,60.81,61.9,64.8,32.74,2
809,0,4,1,12,24090.12,0,1,32.25,34.57,5.77,5.54,3.66,2.69,6.55,4.85,23.04,22.59,43.77,48.28,46.04,52.48,20.38,2
810,10,1,1115,20,24547.86,0,1,66.64,82.47,1.73,1.83,4.32,3.69,8.37,8.74,14.8,7.27,61.88,70.81,72.99,77.97,37.0,2
811,1,0,573,51,34829.8,0,0,58.29,44.17,2.9,4.18,4.88,6.27,7.83,8.2,25.0,24.38,60.11,66.34,70.34,76.87,28.58,2
812,10,1,1260,52,40910.69,0,0,34.43,35.18,2.61,3.23,5.8,7.11,5.74,6.49,30.48,26.96,67.47,71.56,71.47,74.74,23.54,2
813,10,1,1161,53,24631.45,0,0,93.43,30.13,1.87,2.44,5.49,5.25,5.59,6.23,17.43,16.41,69.11,68.93,66.51,71.78,9.49,1
814,0,4,257,51,24071.83,0,0,23.02,77.03,3.25,3.23,7.13,7.1,7.96,6.9,18.89,19.6,64.1,66.62,66.13,68.03,8.37,1
815,10,1,1117,34,47446.82,0,0,103.42,55.38,3.43,5.33,5.14,5.21,8.53,9.02,12.56,8.22,68.09,74.55,54.06,58.66,38.92,2
816,4,0,954,28,15671.78,0,0,41.24,83.6,1.88,1.95,7.12,7.9,5.85,6.65,11.93,6.97,46.52,45.03,56.38,64.16,15.02,1
817,2,3,730,22,1820.69,0,2,10.62,58.51,1.84,3.49,4.75,4.62,5.33,6.62,21.0,21.88,47.1,46.34,53.92,55.09,9.1,1
818,8,2,1089,41,35684.41,0,4,118.93,70.45,4.89,5.07,4.13,2.49,5.98,3.04,31.93,29.83,53.56,52.76,60.18,64.06,24.3,2
819,1,0,1129,29,7290.39,0,1,105.76,73.34,4.67,4.92,7.93,8.7,4.65,2.18,27.25,22.3,69.77,71.84,58.85,60.75,30.2,2
820,7,2,732,56,46406.8,0,1,48.13,34.56,5.7,6.95,4.13,2.53,5.37,3.31,15.12,15.01,56.1,67.34,74.42,74.96,40.52,0
821,3,3,497,8,32610.56,0,1,83.12,84.41,1.65,2.68,6.05,7.51,6.62,5.64,23.79,21.02,69.39,68.79,58.83,66.43,31.9,2
822,5,3,986,42,34578.41,0,4,82.42,58.24,2.2,3.81,6.93,6.5,9.22,10.29,33.7,31.13,67.54,77.77,74.39,75.02,28.54,2
823,5,3,553,53,1748.6,0,2,40.41,82.47,4.6,6.46,4.34,4.08,5.32,2.34,12.55,14.11,67.96,77.14,53.07,61.79,51.6,0
824,10,1,852,26,33511.96,0,4,81.46,65.65,4.3,5.94,5.85,6.75,4.19,1.2,20.01,13.82,48.66,56.55,64.49,64.49,53.3,0
825,6,4,211,34,6824.02,0,2,38.67,54.77,5.32,7.21,5.09,4.02,4.7,3.53,10.59,4.49,58.44,62.12,54.61,60.22,51.84,0
826,7,2,46,49,41297.15,0,1,88.43,47.66,5.64,6.02,6.3,6.14,8.21,9.28,10.78,2.93,55.41,60.42,46.38,48.85,27.35,2
827,10,1,165,53,1619.88,0,4,33.46,53.16,4.16,3.68,4.51,4.52,8.12,7.81,19.98,16.96,46.95,53.76,70.3,75.33,21.53,2
828,11,1,476,46,48722.64,0,2,23.55,78.19,4.38,4.31,7.42,8.68,5.18,6.27,13.76,8.27,57.76,60.82,52.33,54.35,15.05,1
829,7,2,342,14,16867.02,0,2,63.86,36.31,2.53,3.52,4.16,5.14,7.29,7.03,30.0,29.42,50.77,52.82,65.35,72.5,26.03,2
830,7,2,421,12,16570.65,0,1,52.47,46.3,2.84,3.25,3.79,2.04,9.24,6.67,19.34,13.99,55.96,61.14,68.15,70.61,36.1,2
831,7,2,417,34,11410.34,0,3,25.92,31.1,1.92,3.74,6.17,6.71,6.23,7.25,17.53,10.77,59.49,60.53,73.81,79.62,31.91,2
832,4,0,100,53,22507.04,0,4,103.74,79.67,1.78,1.36,7.28,5.94,6.69,5.86,18.38,10.72,64.47,62.7,46.36,51.44,20.0,2
833,11,1,1260,37,37744.69,0,1,61.78,63.4,5.04,7.36,4.16,5.3,4.95,4.54,27.77,25.29,53.49,57.38,60.32,59.72,38.49,2
834,4,0,627,25,26858.12,0,1,91.46,67.38,3.18,4.86,6.48,7.31,4.36,2.16,18.7,17.32,51.3,56.11,75.0,82.87,45.7,0
835,7,2,844,6,35117.13,0,0,8.29,73.82,1.5,1.02,7.11,7.94,4.6,3.2,24.19,20.25,59.67,68.6,64.28,67.96,28.51,2
836,5,3,1285,14,21456.8,0,1,88.02,56.86,1.97,2.97,5.12,4.11,9.74,9.39,18.18,15.15,64.17,75.21,68.67,76.56,42.2,0
837,3,3,513,29,34276.81,0,2,58.62,26.74,3.97,3.85,3.06,2.43,9.9,10.68,26.25,21.61,45.22,55.51,49.91,57.71,32.12,2
838,8,2,752,9,13075.1,0,0,59.33,62.97,2.91,3.14,3.36,3.14,9.64,11.13,11.83,12.33,65.83,75.76,54.02,57.75,11.98,1
839,1,0,148,15,45547.82,0,2,66.99,50.77,4.8,4.64,3.76,3.64,5.97,4.52,15.61,13.82,40.97,51.8,70.44,71.36,28.25,2
840,4,0,907,35,1995.92,0,2,55.99,53.25,2.55,2.44,7.2,5.86,9.04,7.19,26.82,26.89,67.61,72.88,50.29,53.64,21.29,2
841,4,0,280,31,38757.01,0,2,14.68,46.23,4.22,5.29,3.28,4.46,6.23,6.88,18.62,12.87,41.96,52.44,68.25,67.58,35.19,2
842,4,0,190,36,17340.2,0,2,36.64,20.89,5.46,6.46,7.14,5.89,8.85,9.6,26.8,24.06,40.66,46.23,45.4,46.02,25.77,2
843,4,0,427,22,14000.11,0,1,16.09,46.99,4.06,6.36,3.37,1.64,6.43,4.03,15.63,15.28,66.73,65.92,61.9,71.19,49.3,0
844,10,1,1251,58,13448.24,0,0,43.93,76.56,1.93,1.69,6.61,4.96,7.69,8.78,11.98,10.47,45.81,46.82,53.55,55.11,-0.4,1
845,7,2,629,15,7860.41,0,0,21.59,85.35,5.79,7.48,6.51,4.81,9.68,9.14,16.26,14.36,66.95,66.0,62.07,62.87,26.77,2
846,11,1,214,52,3361.48,0,4,110.24,88.28,4.39,4.45,7.38,7.15,5.01,5.11,24.99,24.89,53.37,57.31,52.16,51.39,7.86,1
847,3,3,205,18,46448.28,0,1,1.55,20.49,2.26,4.63,6.25,7.17,9.16,7.98,13.27,7.14,40.14,39.99,54.77,62.57,55.53,0
848,9,4,1152,51,43654.05,0,3,92.41,68.26,2.39,2.34,6.51,4.73,5.34,3.38,14.85,11.96,61.42,62.98,58.38,67.21,23.78,2
849,4,0,669,51,49065.28,0,2,41.29,22.34,4.01,3.75,5.43,3.44,5.74,5.76,29.86,31.79,53.65,58.62,51.43,51.83,-3.15,1
850,10,1,560,60,18917.88,0,1,103.97,81.28,3.74,3.43,4.04,4.57,8.84,6.13,21.66,23.51,46.0,53.47,49.03,53.06,20.02,2
851,2,3,359,29,25457.37,0,4,65.56,20.8,5.24,5.97,3.22,2.96,4.12,2.16,33.43,30.32,65.86,65.12,45.72,52.67,34.53,2
852,1,0,507,43,39272.46,0,4,50.81,33.67,3.53,3.66,4.97,5.25,5.82,5.25,16.76,12.93,54.44,63.2,62.59,62.53,21.69,2
853,1,0,653,40,32120.76,0,2,26.3,51.22,2.95,2.77,5.22,4.88,6.25,4.57,26.13,21.42,51.87,53.29,63.06,64.11,15.27,1
854,4,0,7,57,49408.08,0,4,59.16,66.12,3.97,6.21,6.71,5.23,6.4,4.02,25.89,24.59,64.44,63.3,63.97,68.6,39.62,2
855,2,3,1068,32,15613.84,0,2,14.25,47.64,2.03,2.1,7.68,7.94,4.42,2.59,26.88,23.8,54.92,60.07,67.84,77.26,32.89,2
856,8,2,974,57,23128.03,0,0,66.15,89.38,4.9,5.41,3.6,3.69,4.31,5.68,30.56,30.0,42.4,48.04,70.59,71.21,4.1,1
857,6,4,1206,55,48672.97,0,2,113.3,38.52,5.72,5.31,6.18,4.89,5.25,3.56,11.7,4.28,52.21,60.34,50.53,58.99,43.21,0
858,0,4,1189,49,9146.9,0,4,28.49,60.77,2.19,4.18,3.89,2.42,6.6,6.54,28.79,30.28,65.89,68.12,74.43,83.99,35.85,2
859,6,4,1223,24,20632.21,0,2,108.54,76.46,4.09,6.28,6.89,8.12,9.51,10.31,34.38,31.18,66.46,75.93,59.24,67.95,49.72,0
860,8,2,1068,42,29042.13,0,3,13.77,47.14,4.33,4.64,3.82,2.48,6.51,4.31,29.74,23.45,51.11,62.84,55.21,59.31,52.96,0
861,8,2,823,24,41835.32,0,1,64.45,60.88,2.64,4.33,7.74,5.94,9.86,10.59,13.84,11.28,62.85,68.42,58.88,66.4,38.64,2
862,4,0,852,50,45929.64,0,1,46.73,62.06,1.99,2.82,6.7,5.14,5.34,2.44,13.94,10.73,44.44,55.48,69.85,77.57,59.62,0
863,5,3,720,10,47070.01,0,2,1.25,77.26,3.31,3.33,6.06,7.3,7.31,7.09,19.16,13.68,43.53,50.54,72.45,75.43,22.99,2
864,9,4,1150,44,13583.96,0,1,97.83,28.99,1.72,3.01,3.25,1.78,4.0,1.74,17.44,12.32,56.5,66.79,52.91,57.78,51.35,0
865,3,3,919,23,34674.82,0,4,91.68,74.56,4.57,6.07,5.72,4.28,5.84,3.35,23.21,18.58,53.42,55.3,62.67,61.78,42.01,0
866,7,2,298,28,46055.19,0,3,112.43,25.36,4.39,5.7,6.01,5.67,9.14,10.37,27.49,23.83,57.67,63.53,72.28,82.23,34.13,2
867,1,0,805,57,23208.94,0,4,53.93,61.47,4.03,4.98,5.94,5.95,8.64,8.43,11.71,5.82,48.17,48.42,48.86,52.81,23.67,2
868,1,0,806,12,16835.27,0,0,65.87,28.29,4.09,6.1,4.97,5.43,9.5,7.55,33.97,27.63,45.28,44.8,58.22,64.85,45.99,0
869,4,0,403,35,48704.38,0,1,41.87,60.86,3.89,4.16,7.74,8.57,4.92,5.14,11.69,13.07,40.47,50.18,47.65,48.79,12.26,1
870,4,0,584,19,46440.66,0,4,2.35,44.45,1.8,3.96,6.45,7.44,9.71,11.12,34.92,29.43,43.52,47.29,68.73,74.22,38.22,2
871,10,1,215,37,39712.57,0,0,101.45,63.19,5.76,7.81,6.9,6.84,9.92,7.43,25.15,21.96,48.94,53.82,73.4,83.3,57.13,0
872,6,4,54,18,11295.26,0,1,60.3,21.9,4.0,5.63,4.48,5.5,4.52,4.24,30.13,24.66,51.94,53.24,61.39,60.62,26.28,2
873,6,4,282,20,44895.73,0,2,74.02,32.63,4.84,6.9,5.07,6.18,4.3,5.15,26.3,19.39,54.06,57.05,68.88,68.72,37.75,2
874,10,1,588,29,41469.36,0,4,92.63,77.65,4.07,4.07,3.58,2.7,5.83,2.93,14.82,7.55,61.94,73.68,63.99,68.15,54.75,0
875,7,2,795,46,10294.46,0,1,56.26,31.06,4.0,3.94,6.9,5.78,9.52,8.59,21.35,13.55,64.2,68.99,60.21,60.94,29.76,2
876,6,4,82,7,16632.41,0,1,18.9,31.42,5.9,6.31,7.62,7.81,5.84,5.15,32.57,26.42,61.07,60.64,48.93,57.02,27.54,2
877,8,2,470,12,16040.59,0,4,119.06,82.83,3.98,4.64,6.61,6.05,9.45,9.88,31.23,30.43,63.2,73.58,53.15,59.89,26.0,2
878,11,1,805,51,44418.96,0,4,24.58,30.57,2.04,2.42,4.66,5.09,6.25,7.36,21.44,21.88,59.0,66.41,48.18,57.8,23.09,2
879,0,4,1186,53,26210.7,0,1,32.25,77.49,5.98,7.84,4.86,4.05,5.74,4.37,33.48,31.11,52.4,55.32,54.96,55.72,33.18,2
880,5,3,1046,52,29311.49,0,1,51.15,21.3,2.62,2.79,5.95,5.64,4.66,3.34,29.8,28.83,45.19,43.35,58.8,68.38,20.56,2
881,1,0,437,6,27960.41,0,3,89.27,53.31,1.87,2.41,5.15,5.75,7.04,8.44,26.06,18.16,41.32,43.27,69.06,74.78,23.88,2
882,10,1,1220,27,42957.81,0,0,8.4,77.29,4.83,4.77,4.17,5.44,4.2,3.52,18.06,16.19,56.37,56.18,50.63,57.01,10.98,1
883,9,4,117,14,40352.46,0,2,113.14,50.6,5.25,7.68,7.36,5.52,7.86,6.16,34.93,29.11,44.69,52.69,50.91,51.31,54.35,0
884,11,1,961,32,2372.66,0,1,66.61,64.49,2.01,4.14,4.06,2.33,6.13,3.76,28.62,22.34,53.76,65.47,53.94,55.02,63.18,3
885,1,0,542,52,17985.18,0,2,97.38,87.99,3.44,4.92,7.44,6.25,5.81,4.03,12.3,9.56,59.62,67.6,73.6,72.78,41.33,0
886,8,2,308,25,49972.26,0,2,59.11,80.12,4.57,4.68,6.63,6.01,8.78,8.63,22.5,19.04,52.64,60.6,71.57,79.8,35.35,2
887,8,2,794,29,34105.24,0,3,4.07,74.04,2.1,3.54,3.26,1.92,6.33,3.66,20.88,17.34,55.33,56.98,52.0,55.61,38.03,2
888,4,0,483,32,10871.26,0,4,119.8,35.37,5.2,7.2,7.86,9.33,8.12,5.64,30.52,25.84,45.59,46.89,56.63,56.59,47.65,0
889,2,3,118,17,21574.69,0,0,52.29,61.24,2.98,3.23,6.8,5.57,9.04,7.81,20.63,18.01,59.91,60.63,65.48,66.22,19.71,1
890,11,1,698,57,29518.95,0,4,34.3,34.01,2.85,2.91,4.36,4.61,7.06,6.57,18.25,12.11,68.5,73.5,72.16,78.35,32.09,2
891,2,3,49,29,48523.73,0,3,29.07,26.74,5.77,6.0,7.18,7.22,9.24,7.26,26.1,18.34,68.1,66.39,57.2,63.37,33.08,2
892,11,1,1026,45,30319.64,0,4,119.0,23.21,4.34,4.36,6.1,4.84,5.98,5.28,27.54,27.78,58.36,68.28,48.07,47.51,14.61,1
893,11,1,684,56,20843.0,0,3,54.04,84.08,4.7,6.59,3.56,4.22,7.32,7.78,28.45,28.04,68.46,80.07,57.04,64.24,44.26,0
894,10,1,614,41,36070.43,0,3,57.99,77.62,5.39,6.03,4.49,3.69,8.46,9.92,20.63,17.94,41.56,50.39,68.97,78.67,28.86,2
895,7,2,1249,43,19556.45,0,4,47.88,25.38,2.15,2.86,3.24,1.69,4.96,2.79,21.51,13.88,63.75,73.39,72.51,71.68,49.38,0
896,10,1,748,31,49414.85,0,2,51.25,41.12,4.96,5.05,4.57,4.61,5.15,5.32,29.4,28.37,63.02,68.89,65.67,68.13,13.31,1
897,9,4,1010,15,42948.12,0,1,75.83,39.54,3.9,3.86,3.63,2.08,8.04,6.03,30.15,28.87,54.68,53.86,52.01,61.35,26.84,2
898,3,3,36,31,39738.04,0,0,85.07,20.48,1.57,1.57,4.55,5.1,5.78,4.77,14.59,13.13,56.47,62.77,49.71,53.36,18.96,1
899,9,4,1140,34,1250.73,0,0,26.88,51.52,1.89,2.39,6.26,7.64,8.13,6.56,16.73,18.3,63.27,71.0,62.29,61.7,18.71,1
900,4,0,575,32,2097.31,0,2,12.94,20.54,4.03,4.31,4.07,4.09,9.67,8.84,28.66,21.85,69.33,72.66,63.44,69.55,29.46,2
901,1,0,706,12,15173.0,0,1,55.23,51.63,5.15,4.85,4.41,3.86,7.72,8.56,13.22,9.89,65.86,65.87,54.33,60.7,9.82,1
902,2,3,303,44,7405.25,0,0,28.17,28.7,2.7,2.64,4.88,5.79,9.65,9.2,17.37,18.32,53.52,57.18,48.62,51.26,8.99,1
903,8,2,302,59,44049.77,0,4,1.19,63.47,2.59,4.78,4.59,3.52,4.73,2.96,28.47,23.81,60.87,68.2,73.42,77.84,54.13,0
904,5,3,645,22,42978.57,0,0,112.66,84.04,2.14,1.91,7.08,6.51,6.24,6.84,19.17,12.23,49.29,47.36,64.92,64.46,4.67,1
905,3,3,1036,31,22732.64,0,3,32.86,53.98,1.72,1.59,6.62,5.39,9.16,6.16,26.87,28.22,58.22,63.41,48.45,55.15,24.64,2
906,1,0,536,23,30616.71,0,1,97.06,75.64,5.37,6.66,6.84,5.14,7.84,8.92,33.69,28.15,46.98,56.04,55.55,57.44,35.99,2
907,4,0,881,35,26732.79,0,4,38.71,34.78,5.64,7.66,5.73,4.19,6.23,6.75,30.11,28.28,42.41,53.9,73.88,80.81,43.35,0
908,4,0,915,24,1633.9,0,1,39.18,23.43,1.63,3.0,6.82,6.48,9.34,10.46,34.37,27.14,54.55,61.05,72.52,77.63,37.12,2
909,2,3,500,35,23011.02,0,0,110.72,76.42,3.75,4.08,7.62,5.72,7.42,4.99,30.01,29.23,42.42,42.07,51.71,50.81,15.2,1
910,7,2,9,20,32260.7,0,1,39.48,34.29,5.1,7.05,6.42,5.89,5.2,6.27,21.42,14.72,65.38,71.89,60.42,66.49,49.05,0
911,5,3,302,41,3858.55,0,1,81.85,67.13,3.46,5.42,5.38,6.34,6.09,7.15,12.95,10.86,61.85,64.72,61.27,60.45,24.88,2
912,7,2,1249,38,18408.31,0,1,55.7,79.31,4.88,7.02,3.66,4.15,8.09,8.64,33.0,33.07,58.81,58.28,52.28,51.86,12.97,1
913,10,1,1147,54,29995.81,0,4,43.6,40.52,4.14,4.77,3.34,3.21,7.12,6.32,14.03,6.58,46.05,45.75,53.87,53.99,22.64,2
914,8,2,283,43,28319.44,0,1,16.29,29.11,1.88,4.09,4.06,3.42,4.15,2.15,24.55,17.32,58.47,63.38,45.03,44.72,55.42,0
915,7,2,1198,41,12754.67,0,2,79.75,62.9,2.45,2.36,7.76,7.2,8.63,9.59,11.23,9.32,49.97,54.55,48.33,51.37,13.38,1
916,7,2,12,54,44431.98,0,4,32.08,76.3,5.28,5.36,6.5,7.87,4.79,3.41,29.6,23.08,40.73,46.99,47.66,56.34,41.01,0
